repurpose_yield,discovery_quality,alignment_density,label_shift,feature_overlap,pas_score,spa_score,cslp_score,lcc_score,pas_loose_score,pca_pas_score,zscore_copas_score,npas_score,tsc_score,source_consistency,top1_score,overall,n_sources,n_lake_tables,mode
0.41820535324206864,1.000000238418579,0.10238095238095238,0.7757560032383054,0.35708438941767334,0.08169360286084332,0.5024049091518286,0.21826207130406283,0.7066918555726994,0.07250033321419627,0.053643215703457744,0.6324244261375361,0.5,0.5,1.0,1.000000238418579,0.39748851127235607,224,421179,fast
