level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.35064935064935066,0.5192307692307693,0.5,-0.24025974025974028,0.031425891181988796,-0.08175925925925931
baseline_b,0.5194805194805194,0.32727272727272727,0.3913888888888889,-0.07142857142857151,-0.1605321507760532,-0.1903703703703704
baseline,0.5909090909090909,0.4878048780487805,0.5817592592592593,0.0,0.0,0.0
level0,0.4805194805194805,0.06976744186046512,0.4300925925925925,-0.11038961038961043,-0.41803743618831535,-0.15166666666666678
level2,0.34415584415584416,0.07339449541284404,0.1775,-0.24675324675324678,-0.41441038263593644,-0.4042592592592593
level5,0.6753246753246753,0.5370370370370371,0.6537037037037038,0.08441558441558439,0.049232158988256614,0.07194444444444448
level55,0.6623376623376623,0.5185185185185185,0.6849999999999999,0.0714285714285714,0.030713640469738013,0.10324074074074063
level6,0.6103896103896104,0.4444444444444444,0.6022222222222222,0.01948051948051943,-0.04336043360433606,0.020462962962962905
ensemble,0.33116883116883117,0.05504587155963303,0.17796296296296296,-0.25974025974025977,-0.43275900648914745,-0.4037962962962963
source_ensemble,0.487012987012987,0.27522935779816515,0.5372222222222223,-0.10389610389610393,-0.21257552025061532,-0.04453703703703704
oracle,0.7532467532467533,0.6481481481481481,0.8157407407407408,0.16233766233766234,0.16034327009936766,0.23398148148148146
