table_id,proxy_col,direction,thresh_method,binarize_thresh,n_rows,positive_rate,kept,reason,proxy_quality
z_processing_time_tables_licensed_properties,active,NEGATIVE,otsu,0.25,912.0,0.09539473684210527,False,duplicate,
z_question_time_tables_licensed_properties_3,active,NEGATIVE,otsu,0.25,912.0,0.09539473684210527,False,duplicate,
z_real_time_tables_licensed_station-providers,% Active,,,,,,False,high_cardinality,
z_sampling_frequency_tables_licensed_VariablesLookUp,Active,NEGATIVE,otsu,0.25,69.0,0.043478260869565216,False,duplicate,
z_shiva_tables_licensed_cardInfo,left,POSITIVE,otsu,5.05,302.0,0.5496688741721855,False,duplicate,
z_shiva_tables_licensed_cardlist,Left,POSITIVE,otsu,4.111111111111111,322.0,0.6459627329192547,False,duplicate,
z_time_interval_tables_licensed_MM19,Customer,,,,,,False,high_cardinality,
z_time_interval_tables_licensed_graph,Customer,,,,,,False,high_cardinality,
z_whole_tables_licensed_CVC-MUSCIMA_W-01_N-10_D-ideal_1_detection,left,,,,,,False,high_cardinality,
z_whole_tables_licensed_culture500_data_preprocessed,Customer,NEGATIVE,otsu,0.6087499999999999,532.0,0.42857142857142855,False,duplicate,
z_whole_tables_licensed_technology,active,NEGATIVE,otsu,0.25,101.0,0.0594059405940594,False,concept_cap,
