repurpose_yield,discovery_quality,alignment_density,label_shift,feature_overlap,pas_score,spa_score,cslp_score,lcc_score,pas_loose_score,pca_pas_score,zscore_copas_score,npas_score,tsc_score,source_consistency,top1_score,overall,n_sources,n_lake_tables,mode
0.3393183332210934,0.8973080784082412,0.1259259259259259,0.5496957889981451,0.15643077353420212,0.5,0.9496093923281347,0.5213245919947249,0.770115303991091,0.06316111012043893,0.08025778196054045,0.6948835502750486,0.5,0.5,0.9137215284426966,1.0,0.23845465450000589,80,421179,fast
