level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.6493506493506493,0.0,0.5,0.2987012987012987,-0.5192307692307693,0.06601851851851853
baseline_b,0.35064935064935066,0.5192307692307693,0.5355555555555556,0.0,0.0,0.1015740740740741
baseline,0.35064935064935066,0.5192307692307693,0.43398148148148147,0.0,0.0,0.0
level0,0.35064935064935066,0.5192307692307693,0.6226851851851852,0.0,0.0,0.18870370370370376
level2,0.35064935064935066,0.5192307692307693,0.6226851851851852,0.0,0.0,0.18870370370370376
level5,0.35064935064935066,0.5192307692307693,0.5783333333333334,0.0,0.0,0.1443518518518519
level55,0.35064935064935066,0.5192307692307693,0.5783333333333334,0.0,0.0,0.1443518518518519
level6,0.35064935064935066,0.5192307692307693,0.5525925925925926,0.0,0.0,0.11861111111111117
ensemble,0.35064935064935066,0.5192307692307693,0.6381481481481481,0.0,0.0,0.20416666666666666
source_ensemble,0.35064935064935066,0.5192307692307693,0.4464814814814815,0.0,0.0,0.012500000000000011
oracle,0.7467532467532467,0.6355140186915887,0.8157407407407408,0.39610389610389607,0.11628324946081947,0.3817592592592593
