level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.35064935064935066,0.5192307692307693,0.5,-0.16883116883116878,0.25923076923076926,0.06601851851851853
baseline_b,0.5974025974025974,0.39215686274509803,0.5355555555555556,0.07792207792207795,0.13215686274509802,0.1015740740740741
baseline,0.5194805194805194,0.26,0.43398148148148147,0.0,0.0,0.0
level0,0.6493506493506493,0.49056603773584906,0.6226851851851852,0.1298701298701299,0.23056603773584905,0.18870370370370376
level2,0.6493506493506493,0.49056603773584906,0.6226851851851852,0.1298701298701299,0.23056603773584905,0.18870370370370376
level5,0.564935064935065,0.3853211009174312,0.5783333333333334,0.045454545454545525,0.1253211009174312,0.1443518518518519
level55,0.564935064935065,0.3853211009174312,0.5783333333333334,0.045454545454545525,0.1253211009174312,0.1443518518518519
level6,0.551948051948052,0.3669724770642202,0.5525925925925926,0.032467532467532534,0.1069724770642202,0.11861111111111117
ensemble,0.6688311688311688,0.5321100917431193,0.6381481481481481,0.14935064935064934,0.2721100917431193,0.20416666666666666
source_ensemble,0.474025974025974,0.2831858407079646,0.4464814814814815,-0.045454545454545414,0.02318584070796459,0.012500000000000011
oracle,0.7532467532467533,0.6481481481481481,0.8157407407407408,0.23376623376623384,0.38814814814814813,0.3817592592592593
