level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.23932848807452145,0.3862228462872718,0.5,-0.344354591053332,0.3074006492317792,0.2785729941581742
baseline_b,0.2912273518272085,0.38529829545454547,0.5094897004537553,-0.29245572730064495,0.3064760983990528,0.2880626946119295
baseline,0.5836830791278534,0.07882219705549263,0.22142700584182579,0.0,0.0,0.0
level0,0.5836830791278534,0.07882219705549263,0.22142700584182579,0.0,0.0,0.0
level2,0.5428395946360938,0.03832902670111973,0.23051748167544028,-0.040843484491759674,-0.04049317035437291,0.009090475833614498
level5,0.5767222847783806,0.11588625187085738,0.32557648415033363,-0.006960794349472832,0.03706405481536475,0.10414947830850785
level55,0.5767222847783806,0.11588625187085738,0.32557648415033363,-0.006960794349472832,0.03706405481536475,0.10414947830850785
level6,0.5767222847783806,0.11588625187085738,0.32557648415033363,-0.006960794349472832,0.03706405481536475,0.10414947830850785
ensemble,0.5542020677653803,0.06884755184947616,0.2204381248461034,-0.029481011362473164,-0.009974645206016472,-0.000988880995722391
source_ensemble,0.5545091616337394,0.07482993197278912,0.22229207885630203,-0.02917391749411402,-0.003992265082703519,0.0008650730144762475
oracle,0.8667212611321528,0.7215568862275449,0.9268465203510737,0.2830381820042993,0.6427346891720522,0.7054195145092479
