level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.7606715119254785,0.0,0.5,0.5636196130617259,-0.29231324431613137,0.2785729941581742
baseline_b,0.7606715119254785,0.0,0.5094897004537553,0.5636196130617259,-0.29231324431613137,0.2880626946119295
baseline,0.19705189886375268,0.29231324431613137,0.22142700584182579,0.0,0.0,0.0
level0,0.19705189886375268,0.29231324431613137,0.22142700584182579,0.0,0.0,0.0
level2,0.2864162145562494,0.1416081763329639,0.23051748167544028,0.0893643156924967,-0.15070506798316746,0.009090475833614498
level5,0.23656464325928958,0.35192909280500523,0.32557648415033363,0.0395127443955369,0.05961584848887386,0.10414947830850785
level55,0.23656464325928958,0.35192909280500523,0.32557648415033363,0.0395127443955369,0.05961584848887386,0.10414947830850785
level6,0.23656464325928958,0.35192909280500523,0.32557648415033363,0.0395127443955369,0.05961584848887386,0.10414947830850785
ensemble,0.28672330842460847,0.1518987341772152,0.2204381248461034,0.08967140956085579,-0.14041451013891618,-0.000988880995722391
source_ensemble,0.19080765687378443,0.26444589187680284,0.22229207885630203,-0.006244241989968258,-0.02786735243932853,0.0008650730144762475
oracle,0.8724536800081891,0.7016283524904214,0.9268465203510737,0.6754017811444364,0.40931510817429007,0.7054195145092479
