repurpose_yield,discovery_quality,alignment_density,label_shift,feature_overlap,pas_score,spa_score,cslp_score,lcc_score,pas_loose_score,pca_pas_score,source_consistency,top1_score,overall,n_sources,n_lake_tables,mode
0.5880392452920628,1.000000238418579,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.000000238418579,0.5,224,10000,fast
