,similarity
openml_40945,0.3510275706263249
openml_44461,0.35094127490468996
openml_44162,0.3481132163941119
openml_44458,0.3481132163941119
openml_44460,0.347281434479236
openml_44459,0.347281434479236
openml_44462,0.34686554352179805
openml_42192,0.3374422042964612
openml_42193,0.3374422042964612
openml_993,0.3349606639174172
openml_42638,0.33489775894713786
openml_44115,0.33201982979469047
openml_44124,0.33201982979469047
openml_44084,0.33201982979469047
openml_43970,0.33201982979469047
openml_43958,0.33201982979469047
openml_44392,0.3314791715500211
openml_44393,0.3311880478798146
openml_44396,0.3311880478798146
openml_44394,0.3303562659649386
openml_44395,0.3299403750075007
openml_43892,0.3286965513645702
openml_1002,0.3261966332235119
openml_1018,0.3235995421034619
openml_46938,0.31920941503628397
openml_44234,0.3170862221638961
openml_45039,0.31226969722330516
openml_1037,0.3094570848763025
openml_46911,0.30942362530436995
openml_44726,0.30711650483676084
openml_44727,0.3050237787729756
openml_44724,0.30460523356021857
openml_44725,0.3037681431347044
openml_44723,0.30334959792194743
openml_46371,0.2948092857416106
openml_41946,0.29221225503090237
openml_949,0.28922918767963085
openml_46860,0.28564519696022306
openml_947,0.28452454516417125
openml_950,0.2841044877967195
openml_951,0.28360041895577737
openml_40713,0.2762731793482634
openml_38,0.27608844337875577
openml_45059,0.27235992381152896
openml_1000,0.2637023828208626
openml_43890,0.2523156186952826
openml_43904,0.24981056853594322
openml_46630,0.246871966972726
openml_46864,0.246871966972726
openml_46937,0.24481338314557263
openml_46874,0.24109596257297403
openml_45557,0.23116120171841037
openml_46876,0.21914296302144987
openml_46526,0.18975541425705325
openml_43905,0.1860354176919661
openml_43895,0.18603541769196022
openml_43897,0.18603541769196022
openml_43595,0.17826719121385876
openml_825,0.1773660629053169
openml_46565,0.1760428448178403
openml_46553,0.1760428448178403
openml_46563,0.1760428448178403
openml_46554,0.1760428448178403
openml_46846,0.1757391069815381
openml_45686,0.17564092750715607
openml_45705,0.17396860916843512
openml_6332,0.17396860793340543
openml_45707,0.17396860793340543
openml_45706,0.17396860793340543
openml_46913,0.17288023322884202
openml_46483,0.1722970571936248
openml_853,0.17068364350280865
openml_46431,0.17004566765810392
openml_44762,0.16994366045259526
openml_44761,0.16994366045259526
openml_44760,0.16994366045259526
openml_44758,0.16994366045259526
openml_44759,0.16994366045259526
openml_46517,0.1684908492698719
openml_46865,0.16460717558013555
openml_46719,0.16460717558013555
openml_46733,0.16412031177760572
openml_46869,0.16412031177760572
openml_46956,0.16389820338547845
openml_44261,0.16384372268155947
openml_43941,0.16384372268155947
openml_43942,0.16384372268155947
openml_44263,0.16384372268155947
openml_44268,0.16384372268155947
openml_44266,0.16384372268155947
openml_44259,0.16384372268155947
openml_44260,0.16384372268155947
openml_44258,0.16384372268155947
openml_44257,0.16384372268155947
openml_44264,0.16384372268155947
openml_44265,0.16384372268155947
openml_44262,0.16384372268155947
openml_42882,0.16379039759074204
openml_42883,0.16379039759074204
openml_990,0.16373850704172213
openml_46369,0.1630673883537564
openml_46947,0.1621245236100256
