level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.6493506493506493,0.0,0.5,0.2987012987012987,-0.5192307692307693,-0.09796296296296303
baseline_b,0.35064935064935066,0.5192307692307693,0.40101851851851855,0.0,0.0,-0.19694444444444448
baseline,0.35064935064935066,0.5192307692307693,0.597962962962963,0.0,0.0,0.0
level0,0.33116883116883117,0.47715736040609136,0.4300925925925925,-0.019480519480519487,-0.042073408824677916,-0.1678703703703705
level2,0.6493506493506493,0.5645161290322581,0.6849074074074075,0.2987012987012987,0.045285359801488845,0.08694444444444449
level5,0.35064935064935066,0.5192307692307693,0.6477777777777778,0.0,0.0,0.049814814814814756
level55,0.35064935064935066,0.5192307692307693,0.6598148148148149,0.0,0.0,0.061851851851851825
level6,0.38311688311688313,0.5320197044334976,0.6246296296296296,0.03246753246753248,0.01278893520272828,0.026666666666666616
ensemble,0.5454545454545454,0.5569620253164557,0.7037037037037037,0.19480519480519476,0.03773125608568639,0.10574074074074069
source_ensemble,0.35064935064935066,0.5192307692307693,0.5958333333333332,0.0,0.0,-0.0021296296296298145
oracle,0.7467532467532467,0.6355140186915887,0.8157407407407408,0.39610389610389607,0.11628324946081947,0.21777777777777774
