level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.35064935064935066,0.5192307692307693,0.5,-0.23376623376623373,0.12300435413642963,-0.09796296296296303
baseline_b,0.43506493506493504,0.24347826086956523,0.40101851851851855,-0.14935064935064934,-0.15274815422477442,-0.19694444444444448
baseline,0.5844155844155844,0.39622641509433965,0.597962962962963,0.0,0.0,0.0
level0,0.4805194805194805,0.06976744186046512,0.4300925925925925,-0.10389610389610388,-0.3264589732338745,-0.1678703703703705
level2,0.6753246753246753,0.5370370370370371,0.6849074074074075,0.09090909090909094,0.14081062194269744,0.08694444444444449
level5,0.6428571428571429,0.4954128440366973,0.6477777777777778,0.05844155844155852,0.09918642894235763,0.049814814814814756
level55,0.6298701298701299,0.47706422018348627,0.6598148148148149,0.045454545454545525,0.08083780508914662,0.061851851851851825
level6,0.6428571428571429,0.4954128440366973,0.6246296296296296,0.05844155844155852,0.09918642894235763,0.026666666666666616
ensemble,0.6818181818181818,0.5504587155963303,0.7037037037037037,0.09740259740259738,0.15423230050199066,0.10574074074074069
source_ensemble,0.6038961038961039,0.46956521739130436,0.5958333333333332,0.019480519480519543,0.07333880229696471,-0.0021296296296298145
oracle,0.7532467532467533,0.6481481481481481,0.8157407407407408,0.1688311688311689,0.2519217330538085,0.21777777777777774
