level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.6493506493506493,0.0,0.5,0.2987012987012987,-0.5192307692307693,-0.061574074074074
baseline_b,0.35064935064935066,0.5192307692307693,0.4466666666666667,0.0,0.0,-0.11490740740740729
baseline,0.35064935064935066,0.5192307692307693,0.561574074074074,0.0,0.0,0.0
level0,0.33116883116883117,0.47715736040609136,0.4300925925925925,-0.019480519480519487,-0.042073408824677916,-0.13148148148148148
level2,0.6688311688311688,0.5405405405405406,0.6437962962962963,0.3181818181818181,0.021309771309771297,0.08222222222222231
level5,0.35064935064935066,0.5192307692307693,0.6744444444444444,0.0,0.0,0.1128703703703704
level55,0.35064935064935066,0.5192307692307693,0.672037037037037,0.0,0.0,0.11046296296296299
level6,0.3961038961038961,0.5373134328358209,0.6560185185185184,0.04545454545454547,0.01808266360505162,0.09444444444444444
ensemble,0.35064935064935066,0.5192307692307693,0.7133333333333333,0.0,0.0,0.15175925925925926
source_ensemble,0.35064935064935066,0.5192307692307693,0.48231481481481486,0.0,0.0,-0.07925925925925914
oracle,0.7467532467532467,0.6355140186915887,0.8157407407407408,0.39610389610389607,0.11628324946081947,0.25416666666666676
