repurpose_yield,discovery_quality,alignment_density,label_shift,feature_overlap,pas_score,spa_score,cslp_score,lcc_score,pas_loose_score,pca_pas_score,source_consistency,top1_score,overall,n_sources,n_lake_tables,mode
0.3196849294767219,0.27758102624861886,0.35833333333333334,0.43372412470248656,0.3267029577396727,0.0034135895880650262,0.8606872536680139,0.5,0.5,0.5,0.5,0.9786032145446851,0.30488788855340815,0.0034135895880650262,18,10000,true
