level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.35064935064935066,0.5192307692307693,0.5,-0.2597402597402597,0.05494505494505497,-0.061574074074074
baseline_b,0.5584415584415584,0.2916666666666667,0.4466666666666667,-0.051948051948051965,-0.17261904761904762,-0.11490740740740729
baseline,0.6103896103896104,0.4642857142857143,0.561574074074074,0.0,0.0,0.0
level0,0.4805194805194805,0.06976744186046512,0.4300925925925925,-0.12987012987012986,-0.3945182724252492,-0.13148148148148148
level2,0.6493506493506493,0.5,0.6437962962962963,0.038961038961038974,0.0357142857142857,0.08222222222222231
level5,0.6298701298701299,0.47706422018348627,0.6744444444444444,0.019480519480519543,0.012778505897771963,0.1128703703703704
level55,0.6168831168831169,0.45871559633027525,0.672037037037037,0.006493506493506551,-0.005570117955439047,0.11046296296296299
level6,0.6298701298701299,0.47706422018348627,0.6560185185185184,0.019480519480519543,0.012778505897771963,0.09444444444444444
ensemble,0.6688311688311688,0.5321100917431193,0.7133333333333333,0.058441558441558406,0.067824377457405,0.15175925925925926
source_ensemble,0.474025974025974,0.2956521739130435,0.48231481481481486,-0.13636363636363635,-0.1686335403726708,-0.07925925925925914
oracle,0.7532467532467533,0.6481481481481481,0.8157407407407408,0.1428571428571429,0.18386243386243384,0.25416666666666676
