table_id,proxy_col,direction,thresh_method,binarize_thresh,n_rows,positive_rate,kept,reason,proxy_quality
z_id_tables_licensed_employees_134,Salary,POSITIVE,otsu,59459.075,100.0,0.47,False,duplicate,
z_id_tables_licensed_employees_136,Salary,POSITIVE,otsu,59459.075,100.0,0.47,False,duplicate,
z_id_tables_licensed_employees_137,Salary,POSITIVE,otsu,59459.075,100.0,0.47,False,duplicate,
z_id_tables_licensed_employees_138,Salary,POSITIVE,otsu,59459.075,100.0,0.47,False,duplicate,
z_id_tables_licensed_employees_139,Salary,POSITIVE,otsu,59459.075,100.0,0.47,False,duplicate,
z_id_tables_licensed_employees_140,Salary,POSITIVE,otsu,59459.075,100.0,0.47,False,duplicate,
z_id_tables_licensed_employees_141,Salary,POSITIVE,otsu,59459.075,100.0,0.47,False,duplicate,
z_id_tables_licensed_employees_143,Salary,POSITIVE,otsu,59459.075,100.0,0.47,False,duplicate,
z_id_tables_licensed_ensemble_audit_dectree,Income,POSITIVE,otsu,138764.01654639174,97.0,0.14432989690721648,False,concept_cap,
z_id_tables_licensed_financing_rates,discount_rate,NEGATIVE,otsu,0.08227848101265822,126.0,0.7142857142857143,True,,0.5295
z_id_tables_licensed_financing_rates_1,discount_rate,NEGATIVE,otsu,0.10506666666666667,105.0,0.7619047619047619,False,duplicate,
z_id_tables_licensed_financing_rates_2,discount_rate,NEGATIVE,otsu,0.10506666666666667,105.0,0.7619047619047619,False,duplicate,
z_id_tables_licensed_financing_rates_3,discount_rate,NEGATIVE,otsu,0.08227848101265822,126.0,0.7142857142857143,True,,0.5295
z_id_tables_licensed_most_deprived_datazones_by_council_(income)_2012_1,prop_income,POSITIVE,otsu,0.07098778300862069,32.0,0.28125,True,,1.0
z_id_tables_licensed_sample_1106,income,POSITIVE,otsu,209291.75945,100.0,0.33,False,duplicate,
z_id_tables_licensed_stateData_1,income,POSITIVE,otsu,4288.29,50.0,0.6,False,concept_cap,
z_id_tables_licensed_stateData_2,income,POSITIVE,otsu,4288.29,50.0,0.6,False,duplicate,
z_id_tables_licensed_stateData_50,income,POSITIVE,otsu,4288.29,50.0,0.6,False,duplicate,
z_id_tables_licensed_stateData_54,income,POSITIVE,otsu,4288.29,50.0,0.6,False,duplicate,
z_id_tables_licensed_top_10_movies_2011-2015,total_gross,POSITIVE,otsu,364814224.39,50.0,0.22,True,,0.682
z_id_tables_licensed_yellow_tripdata_time_format_test,total_amount,POSITIVE,otsu,26.248863636363637,49.0,0.14285714285714285,True,,0.7857
z_interim_tables_licensed_executives-ceo,salary,POSITIVE,otsu,801919.5625,50.0,0.5,False,concept_cap,
z_lead_time_tables_licensed_Lead%20Custodial%20Worker,salary,POSITIVE,otsu,39288.78812499999,128.0,0.2578125,False,concept_cap,
z_lead_time_tables_licensed_artist,Payment,POSITIVE,otsu,4797985.575,100.0,0.52,True,,1.0
z_lead_time_tables_licensed_artist_2,Payment,POSITIVE,otsu,4797985.575,100.0,0.52,False,duplicate,
z_miles_per_hour_tables_licensed_data_with_msas,Income per Capita,POSITIVE,otsu,40769.379746835446,80.0,0.05,True,,0.3014
z_object_tables_licensed_resolving_insolvency,Income per Capita,,,,,,False,high_cardinality,
z_organism_tables_licensed_CMS002_016a_Rb_S121_L004,tax_level,POSITIVE,otsu,1.25,165.0,0.40606060606060607,True,,0.7007
z_parent_tables_licensed_Associate%20Lunchroom%20Mgr%20III,salary,POSITIVE,otsu,19795.65,184.0,0.8097826086956522,False,concept_cap,
z_parent_tables_licensed_Demographic,Average Household Income ($),POSITIVE,otsu,127595.95348837209,44.0,0.1590909090909091,True,,0.674
z_parent_tables_licensed_KidCreative_3,Income,POSITIVE,otsu,37500.0,673.0,0.43536404160475484,False,concept_cap,
z_parent_tables_licensed_Parent%20Worker%20-%20Bus%20Monitor,salary,POSITIVE,otsu,11804.224999999999,215.0,0.027906976744186046,False,extreme_pos_rate,
z_parent_tables_licensed_Parent%20Worker%20-%20Other,salary,POSITIVE,otsu,14900.5125,114.0,0.40350877192982454,False,concept_cap,
z_parent_tables_licensed_executives-ceo,salary,POSITIVE,otsu,801919.5625,50.0,0.5,False,duplicate,
z_parent_tables_licensed_fits,Median weekly household income,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_16,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_18,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_19,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_20,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_22,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_23,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_24,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_26,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_3,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_30,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_33,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_34,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_37,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_38,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_42,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_62,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_63,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_7,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_77,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_78,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_79,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_81,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_84,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_9,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_gates_money_93,total_amount,,,,,,False,high_cardinality,
z_parent_tables_licensed_non-profit-100-print-all,compensation,POSITIVE,otsu,1127480.0,100.0,0.09,True,,0.68
z_parent_tables_licensed_non-profit-100-print-healthcare,compensation,POSITIVE,otsu,1107324.6153846155,52.0,0.17307692307692307,True,,0.8462
z_parent_tables_licensed_recipient,income_group,POSITIVE,otsu,10018.7,210.0,0.5523809523809524,True,,0.0001
z_parent_tables_licensed_tax-years-2004-2018,net_income,,,,,,False,high_cardinality,
z_processing_time_tables_licensed_CEO_Salary_2012,Compensation,,,,,,False,high_cardinality,
z_processing_time_tables_licensed_CEO_Salary_2012_1,Compensation,,,,,,False,high_cardinality,
z_processing_time_tables_licensed_StockValuations_22,net_income,,,,,,False,high_cardinality,
z_processing_time_tables_licensed_StockValuations_23,net_income,,,,,,False,high_cardinality,
z_processing_time_tables_licensed_employees,Salary,,,,,,False,high_cardinality,
z_processing_time_tables_licensed_text_mining,yearly_total,POSITIVE,otsu,19.75,97.0,0.7010309278350515,True,,1.0
z_quick_time_tables_licensed_Table_Skill_File,Payment,POSITIVE,otsu,0.75,135.0,0.9925925925925926,False,extreme_pos_rate,
z_quick_time_tables_licensed_executives-ceo,salary,POSITIVE,otsu,801919.5625,50.0,0.5,False,duplicate,
