,similarity
openml_46911,0.40610316900752874
openml_42638,0.3811112787736886
openml_43595,0.3808129284711448
openml_42192,0.3753593239546714
openml_42193,0.3753593239546714
openml_45039,0.3666856197063262
openml_43892,0.36422125225507745
openml_40945,0.3525811841444515
openml_46526,0.3431485656175862
openml_46565,0.3373757530228658
openml_46553,0.3373757530228658
openml_46563,0.3373757530228658
openml_46554,0.3373757530228658
openml_44462,0.3367363074815123
openml_44460,0.33638358020879144
openml_44459,0.33638358020879144
openml_44162,0.3356781256633497
openml_44458,0.3356781256633497
openml_44461,0.3332090347543037
openml_44726,0.32915329894918843
openml_44727,0.32746070804012833
openml_44724,0.3271221898583163
openml_44725,0.32644515349469216
openml_44723,0.32610663531288014
openml_959,0.32144272350470954
openml_949,0.3145888301830074
openml_46371,0.31210704153818375
openml_1037,0.30974793486642305
openml_947,0.30974762769230535
openml_950,0.3093153774699212
openml_951,0.3087966772030603
openml_43904,0.30557426514819175
openml_43890,0.30098710168274484
openml_993,0.2972661434676221
openml_1002,0.2953991371014031
openml_1018,0.294559509826259
openml_46483,0.28515584872293864
openml_46938,0.2840905037739292
openml_46630,0.27894818059897836
openml_46864,0.27355012477026736
openml_44115,0.26861461633600553
openml_44124,0.26861461633600553
openml_44084,0.26861461633600553
openml_43970,0.26861461633600553
openml_43958,0.26861461633600553
openml_44395,0.2682618890632847
openml_44392,0.26815607088146837
openml_44393,0.2679091617905638
openml_44394,0.2679091617905638
openml_44396,0.2679091617905638
openml_46937,0.2651219317627343
openml_46860,0.25116372663759806
openml_40713,0.24586283071305506
openml_45554,0.24243732811689028
openml_45553,0.24243732811689028
openml_46932,0.24237599630505768
openml_45023,0.24183826884169832
openml_45026,0.24183826884169832
openml_45557,0.23733365473905485
openml_41946,0.23222005001485435
openml_1000,0.22585968157338035
openml_38,0.2211725397480158
openml_43896,0.22031457835912643
openml_43893,0.22031457835912643
openml_43894,0.22031457835912643
openml_46925,0.21993795792928073
openml_45059,0.21193676379339937
openml_46369,0.2025539538562571
openml_46504,0.19469787002609767
openml_43905,0.19190516481102415
openml_43895,0.19190516481102288
