repurpose_yield,discovery_quality,alignment_density,label_shift,feature_overlap,pas_score,spa_score,cslp_score,lcc_score,pas_loose_score,pca_pas_score,source_consistency,top1_score,overall,n_sources,n_lake_tables,mode
0.08138020244103332,0.33129573231255083,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.33129573231255083,0.5,1,5000,true
