table_id,proxy_col,direction,thresh_method,binarize_thresh,n_rows,positive_rate,kept,reason,proxy_quality
z_id_tables_licensed_campaignDetails,campaign_id,NEGATIVE,otsu,589753.5,33,0.09090909090909091,True,,0.0159
z_id_tables_licensed_campaignDetails_1,campaign_id,NEGATIVE,otsu,589753.5,33,0.09090909090909091,False,duplicate,
z_id_tables_licensed_youtube_channel_measures,subscriber_count,POSITIVE,otsu,9361.5,32,0.1875,True,,0.875
z_real_time_tables_licensed_example_29,subscriber,POSITIVE,otsu,0.25,127,0.4015748031496063,True,,1.0
z_show_time_tables_licensed_test_data_predictions,subscriptions_pred,POSITIVE,otsu,2.4956935483870972,227,0.05286343612334802,True,,0.6057
z_whole_tables_licensed_example_113,subscriber,POSITIVE,otsu,0.25,127,0.4015748031496063,False,duplicate,
