table_id,discovery_score,rank,proxy_col
z_id_tables_licensed_youtube_channel_measures,0.17395459552293385,1,subscriber_count
z_real_time_tables_licensed_example_29,0.17293591652680884,2,subscriber
z_show_time_tables_licensed_test_data_predictions,0.12463465056801779,3,subscriptions_pred
z_id_tables_licensed_campaignDetails,0.0017766031223524154,4,campaign_id
