repurpose_yield,discovery_quality,alignment_density,label_shift,feature_overlap,pas_score,spa_score,cslp_score,lcc_score,pas_loose_score,pca_pas_score,source_consistency,top1_score,overall,n_sources,n_lake_tables,mode
0.11357410639026753,0.17170289518060075,0.125,0.6169848045829555,0.24827732776733386,0.0,0.5,0.5,0.5,0.5,0.5,0.9610321500470785,0.18938663246767218,0.0,3,200000,true
