,similarity
z_id_tables_licensed_people_124,0.5435784019705424
z_id_tables_licensed_sample-postings,0.346873560349167
z_id_tables_licensed_sample-postings_9,0.346873560349167
"z_shiva_tables_licensed_Sep-09,2019_02_47_45_PMcustomer_Balances",0.3054719792435116
"z_shiva_tables_licensed_Sep-17,2019_02_42_27_PMcustomer_Balance",0.3054719792435116
"z_shiva_tables_licensed_Sep-17,2019_02_43_13_PMcustomer_Balance",0.3054719792435116
"z_shiva_tables_licensed_Sep-17,2019_02_47_41_PMcustomer_Balance",0.3054719792435116
"z_shiva_tables_licensed_Sep-17,2019_02_49_42_PMSep-17,2019_04_34_09_PMcustomer_Balance",0.3054719792435116
"z_shiva_tables_licensed_Sep-17,2019_02_50_57_PMSep-17,2019_04_34_09_PMcustomer_Balance",0.3054719792435116
"z_shiva_tables_licensed_Sep-17,2019_02_52_14_PMSep-17,2019_04_41_00_PMcustomer_Balance",0.3054719792435116
"z_show_time_tables_licensed_Sep-09,2019_02_47_45_PMcustomer_Balances",0.3054719792435116
"z_show_time_tables_licensed_Sep-17,2019_02_42_27_PMcustomer_Balance",0.3054719792435116
"z_show_time_tables_licensed_Sep-17,2019_02_43_13_PMcustomer_Balance",0.3054719792435116
"z_show_time_tables_licensed_Sep-17,2019_02_47_41_PMcustomer_Balance",0.3054719792435116
"z_show_time_tables_licensed_Sep-17,2019_02_49_42_PMSep-17,2019_04_34_09_PMcustomer_Balance",0.3054719792435116
"z_show_time_tables_licensed_Sep-17,2019_02_50_57_PMSep-17,2019_04_34_09_PMcustomer_Balance",0.3054719792435116
"z_show_time_tables_licensed_Sep-17,2019_02_52_14_PMSep-17,2019_04_41_00_PMcustomer_Balance",0.3054719792435116
z_inflation_rate_tables_licensed_example_data,0.30325915018167704
z_object_tables_licensed_Everett_20213,0.30247217393576026
z_parent_tables_licensed_DDP_20201,0.30160027350778496
z_parent_tables_licensed_DDP_20202,0.30135954709006757
z_parent_tables_licensed_DDP_20203,0.3011259173689562
z_object_tables_licensed_Everett_20211,0.3009916360234182
z_parent_tables_licensed_risk_hierarchy,0.3009747374671609
z_whole_tables_licensed_risk_hierarchy,0.3009747374671609
z_parent_tables_licensed_DDP_20212,0.3009266611788031
z_object_tables_licensed_Everett_20201,0.2986417124765033
payments_16,0.2744229682528962
z_id_tables_licensed_payments_16,0.2744229682528962
z_id_tables_licensed_payments_17,0.2744229682528962
z_id_tables_licensed_payments_18,0.2744229682528962
z_data_rate_tables_licensed_RawDataProcessor_params_2,0.22676369024860302
z_data_rate_tables_licensed_RawDataProcessor_params_2_tmpFix,0.22676369024860302
z_lead_time_tables_licensed_RawDataProcessor_params_2,0.22676369024860302
z_lead_time_tables_licensed_RawDataProcessor_params_2_tmpFix,0.22676369024860302
z_lead_time_tables_licensed_params_2,0.22676369024860302
z_whole_tables_licensed_RawDataProcessor_params_2,0.22676369024860302
z_whole_tables_licensed_RawDataProcessor_params_2_tmpFix,0.22676369024860302
z_data_rate_tables_licensed_parameters_28,0.22673958354871832
z_lead_time_tables_licensed_parameters_2,0.22673958354871832
z_sampling_rate_tables_licensed_parameters_14,0.22673958354871832
z_sampling_rate_tables_licensed_parameters_17,0.22673958354871832
z_lead_time_tables_licensed_parameters_4,0.22670629334411568
z_sampling_rate_tables_licensed_parameters_13,0.22670629334411568
z_whole_tables_licensed_parameters_7,0.22670629334411568
z_data_rate_tables_licensed_parameters_34,0.22667352739470362
z_lead_time_tables_licensed_parameters_9,0.22667352739470362
z_sampling_rate_tables_licensed_parameters_24,0.22667352739470362
z_data_rate_tables_licensed_params_1,0.226459945830056
z_sampling_rate_tables_licensed_params_1,0.226459945830056
z_sampling_rate_tables_licensed_parameters_25,0.22640031719887063
z_whole_tables_licensed_parameters_28,0.22640031719887063
z_sampling_rate_tables_licensed_parameters_20,0.21788807028825108
z_lead_time_tables_licensed_parameters_12,0.2176564201400471
z_lead_time_tables_licensed_parameters_13,0.2176564201400471
z_sampling_rate_tables_licensed_parameters_26,0.2176564201400471
z_sampling_rate_tables_licensed_parameters_27,0.2176564201400471
z_sampling_rate_tables_licensed_parameters_28,0.2176564201400471
z_whole_tables_licensed_parameters_29,0.2176564201400471
z_whole_tables_licensed_parameters_30,0.2176564201400471
z_data_rate_tables_licensed_parameters_30,0.21759704108397
