table_id,src_col,tgt_col,sim,proxy_col
z_crime_rate_tables_licensed_hate_crimes,share_white_poverty,householdsize,0.3755,hate_crime_rate
z_crime_rate_tables_licensed_hate_crimes,share_non_white,whitePerCap,0.3984,hate_crime_rate
z_beauty_sleep_tables_licensed_avaliacoes_usuario_12,Documentary,MedRent,0.3577,Crime
z_beauty_sleep_tables_licensed_avaliacoes_usuario_12,Romance,MalePctDivorce,0.3782,Crime
z_beauty_sleep_tables_licensed_avaliacoes_usuario_12,Comedy,RentMedian,0.3692,Crime
z_crime_rate_tables_licensed_StandardMetropolitanAreasData_train_data,region,state,0.5003,crime_rate
z_half_life_tables_licensed_movies_2020,Comedy,RentMedian,0.3692,Crime
z_half_life_tables_licensed_movies_2020,Family,householdsize,0.4668,Crime
z_id_tables_licensed_factbook-oceania,population_growth,householdsize,0.3678,death_rate
