,similarity
openml_45068,0.6617915933874298
openml_45051,0.6610057546618094
openml_43898,0.6482960459211699
openml_1119,0.64539670064663
openml_179,0.6188341644803015
openml_46911,0.3767004005822435
openml_44234,0.34999060614147687
openml_46371,0.33144148374027754
openml_46910,0.3200387563619978
openml_959,0.3113805069785059
openml_43904,0.3078987491255252
openml_46937,0.30627981106909064
openml_43890,0.3006107927375348
openml_46376,0.2915089154594261
openml_45024,0.2915089154594261
openml_44089,0.2915089154594261
openml_46543,0.2915089154594261
openml_45027,0.2915089154594261
openml_44162,0.29070181963778047
openml_46518,0.281919874363667
openml_46468,0.281919874363667
openml_46947,0.2706622668543427
openml_45560,0.2706622668543427
openml_823,0.26703662742025847
openml_722,0.2504484744470564
openml_819,0.24939245280619388
openml_44122,0.24812038073330933
openml_43956,0.24812038073330933
openml_44082,0.24812038073330933
openml_44113,0.24812038073330933
openml_43968,0.24812038073330933
openml_734,0.24609916625136014
openml_45028,0.24046872793756208
openml_45025,0.24046872793756208
openml_1019,0.2377900273355822
openml_846,0.23716739415591703
openml_901,0.23367429680201177
openml_881,0.23367429680201177
openml_727,0.23367429680201177
openml_976,0.23355213564697674
openml_45578,0.23106675410791677
openml_843,0.2291429009388854
openml_46526,0.22776181075502747
openml_977,0.22625836280623277
openml_46919,0.22572243777082907
openml_821,0.21930425533173187
openml_43969,0.21930425533173187
openml_44123,0.21930425533173187
openml_44083,0.21930425533173187
openml_43957,0.21930425533173187
openml_44114,0.21930425533173187
openml_46809,0.2152558750175723
openml_46565,0.20801135135986412
openml_46553,0.20801135135986412
openml_46563,0.20801135135986412
openml_46554,0.20801135135986412
openml_45037,0.2065938524484806
openml_43952,0.2047289543974531
openml_44080,0.2047289543974531
openml_43951,0.2047289543974531
openml_44120,0.2047289543974531
openml_44111,0.2047289543974531
openml_43964,0.2047289543974531
openml_43953,0.2047289543974531
openml_43966,0.2047289543974531
openml_43950,0.2047289543974531
openml_151,0.20393129860606185
openml_44156,0.20393129860606185
openml_44033,0.20393129860606185
openml_43945,0.20393129860606185
openml_46874,0.20291227273872575
openml_46935,0.20092077970102246
openml_45060,0.19686679228433723
openml_44126,0.1927806228555608
openml_44071,0.1927806228555608
openml_43972,0.1927806228555608
openml_44117,0.1927806228555608
openml_44086,0.1927806228555608
openml_44074,0.1927806228555608
openml_46868,0.19121661231582604
openml_46822,0.18828115155357264
openml_44090,0.18656662997674228
openml_43979,0.18656662997674228
openml_46905,0.18095444434100266
openml_46568,0.17867204443897577
openml_46455,0.17867204443897577
openml_4154,0.17867204443897577
openml_46932,0.1780072760222171
openml_45554,0.1780072760222171
openml_45553,0.1780072760222171
