repurpose_yield,discovery_quality,alignment_density,label_shift,feature_overlap,pas_score,spa_score,cslp_score,lcc_score,pas_loose_score,pca_pas_score,zscore_copas_score,npas_score,tsc_score,source_consistency,top1_score,overall,n_sources,n_lake_tables,mode
0.3393183332210934,0.320312085753933,0.7500000000000001,0.9762239127372023,0.31833346761905124,0.0031813583917386016,0.18262327674517898,0.5,0.5,0.5,0.5,0.4064343220220944,0.016793631490118893,0.3777820951250784,0.9115136860542721,0.4130601417047942,0.0031813583917386016,80,421179,true
