level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.35064935064935066,0.5192307692307693,0.5,-0.20779220779220775,0.13741258741258744,-0.035833333333333384
baseline_b,0.5974025974025974,0.44642857142857145,0.5611111111111111,0.038961038961038974,0.06461038961038962,0.025277777777777732
baseline,0.5584415584415584,0.38181818181818183,0.5358333333333334,0.0,0.0,0.0
level0,0.4805194805194805,0.06976744186046512,0.4300925925925925,-0.07792207792207789,-0.3120507399577167,-0.10574074074074086
level2,0.577922077922078,0.4036697247706422,0.5964814814814814,0.019480519480519543,0.02185154295246039,0.06064814814814801
level5,0.6558441558441559,0.5137614678899083,0.7053703703703704,0.09740259740259749,0.13194328607172645,0.16953703703703704
level55,0.6688311688311688,0.5321100917431193,0.7164814814814815,0.11038961038961037,0.15029190992493746,0.1806481481481481
level6,0.6363636363636364,0.48148148148148145,0.6038888888888889,0.07792207792207795,0.09966329966329962,0.06805555555555554
ensemble,0.6168831168831169,0.45871559633027525,0.6307407407407407,0.05844155844155852,0.07689741451209342,0.09490740740740733
source_ensemble,0.6753246753246753,0.576271186440678,0.6610185185185186,0.11688311688311692,0.19445300462249615,0.12518518518518518
oracle,0.7532467532467533,0.6481481481481481,0.8157407407407408,0.19480519480519487,0.2663299663299663,0.2799074074074074
