level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.6493506493506493,0.0,0.5,0.2987012987012987,-0.5192307692307693,-0.035833333333333384
baseline_b,0.35064935064935066,0.5192307692307693,0.5611111111111111,0.0,0.0,0.025277777777777732
baseline,0.35064935064935066,0.5192307692307693,0.5358333333333334,0.0,0.0,0.0
level0,0.33116883116883117,0.47715736040609136,0.4300925925925925,-0.019480519480519487,-0.042073408824677916,-0.10574074074074086
level2,0.5454545454545454,0.5205479452054794,0.5964814814814814,0.19480519480519476,0.0013171759747101497,0.06064814814814801
level5,0.35064935064935066,0.5192307692307693,0.7053703703703704,0.0,0.0,0.16953703703703704
level55,0.35064935064935066,0.5192307692307693,0.7164814814814815,0.0,0.0,0.1806481481481481
level6,0.4155844155844156,0.5360824742268041,0.6038888888888889,0.06493506493506496,0.016851704996034833,0.06805555555555554
ensemble,0.525974025974026,0.546583850931677,0.6307407407407407,0.17532467532467533,0.027353081700907778,0.09490740740740733
source_ensemble,0.35064935064935066,0.5192307692307693,0.6610185185185186,0.0,0.0,0.12518518518518518
oracle,0.7467532467532467,0.6355140186915887,0.8157407407407408,0.39610389610389607,0.11628324946081947,0.2799074074074074
