level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.6493506493506493,0.0,0.5,0.2987012987012987,-0.5192307692307693,0.05194444444444446
baseline_b,0.35064935064935066,0.5192307692307693,0.3926851851851852,0.0,0.0,-0.05537037037037035
baseline,0.35064935064935066,0.5192307692307693,0.44805555555555554,0.0,0.0,0.0
level0,0.33116883116883117,0.47715736040609136,0.4300925925925925,-0.019480519480519487,-0.042073408824677916,-0.017962962962963014
level2,0.525974025974026,0.27722772277227725,0.4961111111111111,0.17532467532467533,-0.24200304645849202,0.048055555555555574
level5,0.35064935064935066,0.5192307692307693,0.6883333333333334,0.0,0.0,0.2402777777777778
level55,0.35064935064935066,0.5192307692307693,0.6992592592592592,0.0,0.0,0.2512037037037037
level6,0.42207792207792205,0.5482233502538071,0.6646296296296296,0.0714285714285714,0.02899258102303781,0.21657407407407403
ensemble,0.38961038961038963,0.5346534653465347,0.5394444444444444,0.038961038961038974,0.01542269611576541,0.09138888888888885
source_ensemble,0.35064935064935066,0.5192307692307693,0.5712962962962963,0.0,0.0,0.12324074074074076
oracle,0.7467532467532467,0.6355140186915887,0.8157407407407408,0.39610389610389607,0.11628324946081947,0.3676851851851852
