fraction,seed,method,metric,value
0.01,4,vla_st,accuracy,0.8872055733716687
0.01,4,routed,auc,0.8354880902637626
0.01,4,routed,accuracy,0.8872055733716687
0.01,4,oracle,auc,0.9285637176511252
0.01,4,oracle,accuracy,0.9078845515868628
0.05,0,uda,auc,0.6746262782414569
0.05,0,uda,accuracy,0.3854915404180029
0.05,0,uda_cal,auc,0.6746262782414569
0.05,0,uda_cal,accuracy,0.3854915404180029
0.05,0,target_only,auc,0.8926128030700284
0.05,0,target_only,accuracy,0.8917394669910428
0.05,0,target_only_cal,auc,0.8926128030700284
0.05,0,target_only_cal,accuracy,0.8917394669910428
0.05,0,vla,auc,0.8927083271682609
0.05,0,vla,accuracy,0.893177043016698
0.05,0,vla_st,auc,0.8927083271682609
0.05,0,vla_st,accuracy,0.893177043016698
0.05,0,routed,auc,0.8927083271682609
0.05,0,routed,accuracy,0.893177043016698
0.05,0,oracle,auc,0.9285637176511252
0.05,0,oracle,accuracy,0.9078845515868628
0.05,1,uda,auc,0.6746262782414569
0.05,1,uda,accuracy,0.3854915404180029
0.05,1,uda_cal,auc,0.6746262782414569
0.05,1,uda_cal,accuracy,0.3854915404180029
0.05,1,target_only,auc,0.8935491049498528
0.05,1,target_only,accuracy,0.893177043016698
0.05,1,target_only_cal,auc,0.8935491049498528
0.05,1,target_only_cal,accuracy,0.893177043016698
0.05,1,vla,auc,0.8946262664045179
0.05,1,vla,accuracy,0.8933982085591065
0.05,1,vla_st,auc,0.8946262664045179
0.05,1,vla_st,accuracy,0.8933982085591065
0.05,1,routed,auc,0.8946262664045179
0.05,1,routed,accuracy,0.8933982085591065
0.05,1,oracle,auc,0.9285637176511252
0.05,1,oracle,accuracy,0.9078845515868628
0.05,2,uda,auc,0.6746262782414569
0.05,2,uda,accuracy,0.3854915404180029
0.05,2,uda_cal,auc,0.6746262782414569
0.05,2,uda_cal,accuracy,0.3854915404180029
0.05,2,target_only,auc,0.898574714167514
0.05,2,target_only,accuracy,0.8958310295255999
0.05,2,target_only_cal,auc,0.898574714167514
0.05,2,target_only_cal,accuracy,0.8958310295255999
0.05,2,vla,auc,0.8979773630377373
0.05,2,vla,accuracy,0.8983744332632976
0.05,2,vla_st,auc,0.8979773630377373
0.05,2,vla_st,accuracy,0.8983744332632976
0.05,2,routed,auc,0.8979773630377373
0.05,2,routed,accuracy,0.8983744332632976
0.05,2,oracle,auc,0.9285637176511252
0.05,2,oracle,accuracy,0.9078845515868628
0.05,3,uda,auc,0.6746262782414569
0.05,3,uda,accuracy,0.3854915404180029
0.05,3,uda_cal,auc,0.6746262782414569
0.05,3,uda_cal,accuracy,0.3854915404180029
0.05,3,target_only,auc,0.8896803197867458
0.05,3,target_only,accuracy,0.8936193741015149
0.05,3,target_only_cal,auc,0.8896803197867458
0.05,3,target_only_cal,accuracy,0.8936193741015149
0.05,3,vla,auc,0.8900547221692847
0.05,3,vla,accuracy,0.892734711931881
0.05,3,vla_st,auc,0.8900547221692847
0.05,3,vla_st,accuracy,0.892734711931881
0.05,3,routed,auc,0.8896803197867458
0.05,3,routed,accuracy,0.8936193741015149
0.05,3,oracle,auc,0.9285637176511252
0.05,3,oracle,accuracy,0.9078845515868628
0.05,4,uda,auc,0.6746262782414569
0.05,4,uda,accuracy,0.3854915404180029
0.05,4,uda_cal,auc,0.6746262782414569
0.05,4,uda_cal,accuracy,0.3854915404180029
0.05,4,target_only,auc,0.8892674473522544
0.05,4,target_only,accuracy,0.8947252018135574
0.05,4,target_only_cal,auc,0.8892674473522544
0.05,4,target_only_cal,accuracy,0.8947252018135574
0.05,4,vla,auc,0.8887008130793442
0.05,4,vla,accuracy,0.8917394669910428
0.05,4,vla_st,auc,0.8887008130793442
0.05,4,vla_st,accuracy,0.8917394669910428
0.05,4,routed,auc,0.8887008130793442
0.05,4,routed,accuracy,0.8917394669910428
0.05,4,oracle,auc,0.9285637176511252
0.05,4,oracle,accuracy,0.9078845515868628
0.1,0,uda,auc,0.6746262782414569
0.1,0,uda,accuracy,0.3854915404180029
0.1,0,uda_cal,auc,0.6746262782414569
0.1,0,uda_cal,accuracy,0.3854915404180029
0.1,0,target_only,auc,0.9106614126439816
0.1,0,target_only,accuracy,0.901249585314608
0.1,0,target_only_cal,auc,0.9106614126439816
0.1,0,target_only_cal,accuracy,0.901249585314608
0.1,0,vla,auc,0.9130923648191965
0.1,0,vla,accuracy,0.8994802609753401
0.1,0,vla_st,auc,0.9130923648191965
0.1,0,vla_st,accuracy,0.8994802609753401
0.1,0,routed,auc,0.9106614126439816
0.1,0,routed,accuracy,0.901249585314608
0.1,0,oracle,auc,0.9285637176511252
0.1,0,oracle,accuracy,0.9078845515868628
0.1,1,uda,auc,0.6746262782414569
0.1,1,uda,accuracy,0.3854915404180029
0.1,1,uda_cal,auc,0.6746262782414569
0.1,1,uda_cal,accuracy,0.3854915404180029
0.1,1,target_only,auc,0.9081157605292531
0.1,1,target_only,accuracy,0.8967156916952339
0.1,1,target_only_cal,auc,0.9081157605292531
0.1,1,target_only_cal,accuracy,0.8967156916952339
0.1,1,vla,auc,0.9094963619167793
0.1,1,vla,accuracy,0.8980426849496849
0.1,1,vla_st,auc,0.9094963619167793
0.1,1,vla_st,accuracy,0.8980426849496849
0.1,1,routed,auc,0.9094963619167793
0.1,1,routed,accuracy,0.8980426849496849
0.1,1,oracle,auc,0.9285637176511252
0.1,1,oracle,accuracy,0.9078845515868628
0.1,2,uda,auc,0.6746262782414569
0.1,2,uda,accuracy,0.3854915404180029
0.1,2,uda_cal,auc,0.6746262782414569
0.1,2,uda_cal,accuracy,0.3854915404180029
0.1,2,target_only,auc,0.9085644988891032
0.1,2,target_only,accuracy,0.900807254229791
0.1,2,target_only_cal,auc,0.9085644988891032
0.1,2,target_only_cal,accuracy,0.900807254229791
0.1,2,vla,auc,0.9084645951234178
0.1,2,vla,accuracy,0.899922592060157
0.1,2,vla_st,auc,0.9084645951234178
0.1,2,vla_st,accuracy,0.899922592060157
0.1,2,routed,auc,0.9084645951234178
0.1,2,routed,accuracy,0.899922592060157
0.1,2,oracle,auc,0.9285637176511252
0.1,2,oracle,accuracy,0.9078845515868628
0.1,3,uda,auc,0.6746262782414569
0.1,3,uda,accuracy,0.3854915404180029
0.1,3,uda_cal,auc,0.6746262782414569
0.1,3,uda_cal,accuracy,0.3854915404180029
0.1,3,target_only,auc,0.9032865261306348
0.1,3,target_only,accuracy,0.8994802609753401
0.1,3,target_only_cal,auc,0.9032865261306348
0.1,3,target_only_cal,accuracy,0.8994802609753401
0.1,3,vla,auc,0.9011711467508193
0.1,3,vla,accuracy,0.8981532677208891
0.1,3,vla_st,auc,0.9011711467508193
0.1,3,vla_st,accuracy,0.8981532677208891
0.1,3,routed,auc,0.9032865261306348
0.1,3,routed,accuracy,0.8994802609753401
0.1,3,oracle,auc,0.9285637176511252
0.1,3,oracle,accuracy,0.9078845515868628
0.1,4,uda,auc,0.6746262782414569
0.1,4,uda,accuracy,0.3854915404180029
0.1,4,uda_cal,auc,0.6746262782414569
0.1,4,uda_cal,accuracy,0.3854915404180029
0.1,4,target_only,auc,0.904927303438749
0.1,4,target_only,accuracy,0.8982638504920933
0.1,4,target_only_cal,auc,0.904927303438749
0.1,4,target_only_cal,accuracy,0.8982638504920933
0.1,4,vla,auc,0.9038707974427478
0.1,4,vla,accuracy,0.8973791883224593
0.1,4,vla_st,auc,0.9038707974427478
0.1,4,vla_st,accuracy,0.8973791883224593
0.1,4,routed,auc,0.9038707974427478
0.1,4,routed,accuracy,0.8973791883224593
0.1,4,oracle,auc,0.9285637176511252
0.1,4,oracle,accuracy,0.9078845515868628
0.25,0,uda,auc,0.6746262782414569
0.25,0,uda,accuracy,0.3854915404180029
0.25,0,uda_cal,auc,0.6746262782414569
0.25,0,uda_cal,accuracy,0.3854915404180029
0.25,0,target_only,auc,0.9175493274843072
0.25,0,target_only,accuracy,0.9013601680858122
0.25,0,target_only_cal,auc,0.9175493274843072
0.25,0,target_only_cal,accuracy,0.9013601680858122
0.25,0,vla,auc,0.9193331542009889
0.25,0,vla,accuracy,0.9039035718235099
0.25,0,vla_st,auc,0.9193331542009889
0.25,0,vla_st,accuracy,0.9039035718235099
0.25,0,routed,auc,0.9193331542009889
0.25,0,routed,accuracy,0.9039035718235099
0.25,0,oracle,auc,0.9285637176511252
0.25,0,oracle,accuracy,0.9078845515868628
0.25,1,uda,auc,0.6746262782414569
0.25,1,uda,accuracy,0.3854915404180029
0.25,1,uda_cal,auc,0.6746262782414569
0.25,1,uda_cal,accuracy,0.3854915404180029
0.25,1,target_only,auc,0.918115133171483
0.25,1,target_only,accuracy,0.900364923144974
0.25,1,target_only_cal,auc,0.918115133171483
0.25,1,target_only_cal,accuracy,0.900364923144974
0.25,1,vla,auc,0.9189417066262002
0.25,1,vla,accuracy,0.9034612407386929
0.25,1,vla_st,auc,0.9189417066262002
0.25,1,vla_st,accuracy,0.9034612407386929
0.25,1,routed,auc,0.9189417066262002
0.25,1,routed,accuracy,0.9034612407386929
0.25,1,oracle,auc,0.9285637176511252
0.25,1,oracle,accuracy,0.9078845515868628
0.25,2,uda,auc,0.6746262782414569
0.25,2,uda,accuracy,0.3854915404180029
0.25,2,uda_cal,auc,0.6746262782414569
0.25,2,uda_cal,accuracy,0.3854915404180029
0.25,2,target_only,auc,0.9167548321344487
0.25,2,target_only,accuracy,0.9035718235098972
0.25,2,target_only_cal,auc,0.9167548321344487
0.25,2,target_only_cal,accuracy,0.9035718235098972
0.25,2,vla,auc,0.9165215260655316
0.25,2,vla,accuracy,0.9020236647130377
0.25,2,vla_st,auc,0.9165215260655316
0.25,2,vla_st,accuracy,0.9020236647130377
0.25,2,routed,auc,0.9165215260655316
0.25,2,routed,accuracy,0.9020236647130377
0.25,2,oracle,auc,0.9285637176511252
0.25,2,oracle,accuracy,0.9078845515868628
0.25,3,uda,auc,0.6746262782414569
0.25,3,uda,accuracy,0.3854915404180029
0.25,3,uda_cal,auc,0.6746262782414569
0.25,3,uda_cal,accuracy,0.3854915404180029
0.25,3,target_only,auc,0.9176790603364294
0.25,3,target_only,accuracy,0.9018024991706293
0.25,3,target_only_cal,auc,0.9176790603364294
0.25,3,target_only_cal,accuracy,0.9018024991706293
0.25,3,vla,auc,0.9174663505414806
0.25,3,vla,accuracy,0.9052305650779608
0.25,3,vla_st,auc,0.9174663505414806
0.25,3,vla_st,accuracy,0.9052305650779608
0.25,3,routed,auc,0.9174663505414806
0.25,3,routed,accuracy,0.9052305650779608
0.25,3,oracle,auc,0.9285637176511252
0.25,3,oracle,accuracy,0.9078845515868628
0.25,4,uda,auc,0.6746262782414569
0.25,4,uda,accuracy,0.3854915404180029
0.25,4,uda_cal,auc,0.6746262782414569
0.25,4,uda_cal,accuracy,0.3854915404180029
0.25,4,target_only,auc,0.9188670155407171
0.25,4,target_only,accuracy,0.9033506579674887
0.25,4,target_only_cal,auc,0.9188670155407171
0.25,4,target_only_cal,accuracy,0.9033506579674887
0.25,4,vla,auc,0.9191864353413123
0.25,4,vla,accuracy,0.9041247373659184
0.25,4,vla_st,auc,0.9191864353413123
0.25,4,vla_st,accuracy,0.9041247373659184
0.25,4,routed,auc,0.9191864353413123
0.25,4,routed,accuracy,0.9041247373659184
0.25,4,oracle,auc,0.9285637176511252
0.25,4,oracle,accuracy,0.9078845515868628
