fraction,seed,method,metric,value
0.05,1,vla,auc,0.7616666666666666
0.05,1,vla,accuracy,0.7012987012987013
0.05,1,vla_st,auc,0.7705555555555555
0.05,1,vla_st,accuracy,0.7012987012987013
0.05,1,routed,auc,0.7616666666666666
0.05,1,routed,accuracy,0.7012987012987013
0.05,1,oracle,auc,0.8285185185185185
0.05,1,oracle,accuracy,0.7597402597402597
0.05,2,uda,auc,0.7544444444444445
0.05,2,uda,accuracy,0.35064935064935066
0.05,2,uda_cal,auc,0.7544444444444445
0.05,2,uda_cal,accuracy,0.35064935064935066
0.05,2,target_only,auc,0.7024074074074074
0.05,2,target_only,accuracy,0.6818181818181818
0.05,2,target_only_cal,auc,0.7024074074074074
0.05,2,target_only_cal,accuracy,0.6818181818181818
0.05,2,vla,auc,0.7720370370370371
0.05,2,vla,accuracy,0.6948051948051948
0.05,2,vla_st,auc,0.7235185185185186
0.05,2,vla_st,accuracy,0.7077922077922078
0.05,2,routed,auc,0.7720370370370371
0.05,2,routed,accuracy,0.6948051948051948
0.05,2,oracle,auc,0.8285185185185185
0.05,2,oracle,accuracy,0.7597402597402597
0.05,3,uda,auc,0.7544444444444445
0.05,3,uda,accuracy,0.35064935064935066
0.05,3,uda_cal,auc,0.7544444444444445
0.05,3,uda_cal,accuracy,0.35064935064935066
0.05,3,target_only,auc,0.6119444444444445
0.05,3,target_only,accuracy,0.6103896103896104
0.05,3,target_only_cal,auc,0.6119444444444445
0.05,3,target_only_cal,accuracy,0.6103896103896104
0.05,3,vla,auc,0.6757407407407408
0.05,3,vla,accuracy,0.6623376623376623
0.05,3,vla_st,auc,0.6757407407407408
0.05,3,vla_st,accuracy,0.6623376623376623
0.05,3,routed,auc,0.6757407407407408
0.05,3,routed,accuracy,0.6623376623376623
0.05,3,oracle,auc,0.8285185185185185
0.05,3,oracle,accuracy,0.7597402597402597
0.05,4,uda,auc,0.7544444444444445
0.05,4,uda,accuracy,0.35064935064935066
0.05,4,uda_cal,auc,0.7544444444444445
0.05,4,uda_cal,accuracy,0.35064935064935066
0.05,4,target_only,auc,0.7821296296296297
0.05,4,target_only,accuracy,0.7207792207792207
0.05,4,target_only_cal,auc,0.7821296296296297
0.05,4,target_only_cal,accuracy,0.7207792207792207
0.05,4,vla,auc,0.7764814814814816
0.05,4,vla,accuracy,0.7207792207792207
0.05,4,vla_st,auc,0.780462962962963
0.05,4,vla_st,accuracy,0.7012987012987013
0.05,4,routed,auc,0.7764814814814816
0.05,4,routed,accuracy,0.7207792207792207
0.05,4,oracle,auc,0.8285185185185185
0.05,4,oracle,accuracy,0.7597402597402597
0.1,0,uda,auc,0.7544444444444445
0.1,0,uda,accuracy,0.35064935064935066
0.1,0,uda_cal,auc,0.7544444444444445
0.1,0,uda_cal,accuracy,0.35064935064935066
0.1,0,target_only,auc,0.7324074074074074
0.1,0,target_only,accuracy,0.7077922077922078
0.1,0,target_only_cal,auc,0.7324074074074074
0.1,0,target_only_cal,accuracy,0.7077922077922078
0.1,0,vla,auc,0.7505555555555556
0.1,0,vla,accuracy,0.7077922077922078
0.1,0,vla_st,auc,0.7424074074074074
0.1,0,vla_st,accuracy,0.7077922077922078
0.1,0,routed,auc,0.7505555555555556
0.1,0,routed,accuracy,0.7077922077922078
0.1,0,oracle,auc,0.8285185185185185
0.1,0,oracle,accuracy,0.7597402597402597
0.1,1,uda,auc,0.7544444444444445
0.1,1,uda,accuracy,0.35064935064935066
0.1,1,uda_cal,auc,0.7544444444444445
0.1,1,uda_cal,accuracy,0.35064935064935066
0.1,1,target_only,auc,0.8431481481481482
0.1,1,target_only,accuracy,0.7597402597402597
0.1,1,target_only_cal,auc,0.8431481481481482
0.1,1,target_only_cal,accuracy,0.7597402597402597
0.1,1,vla,auc,0.8237037037037036
0.1,1,vla,accuracy,0.7532467532467533
0.1,1,vla_st,auc,0.8227777777777777
0.1,1,vla_st,accuracy,0.6948051948051948
0.1,1,routed,auc,0.8237037037037036
0.1,1,routed,accuracy,0.7532467532467533
0.1,1,oracle,auc,0.8285185185185185
0.1,1,oracle,accuracy,0.7597402597402597
0.1,2,uda,auc,0.7544444444444445
0.1,2,uda,accuracy,0.35064935064935066
0.1,2,uda_cal,auc,0.7544444444444445
0.1,2,uda_cal,accuracy,0.35064935064935066
0.1,2,target_only,auc,0.8125925925925926
0.1,2,target_only,accuracy,0.7207792207792207
0.1,2,target_only_cal,auc,0.8125925925925926
0.1,2,target_only_cal,accuracy,0.7207792207792207
0.1,2,vla,auc,0.8175925925925925
0.1,2,vla,accuracy,0.7337662337662337
0.1,2,vla_st,auc,0.7909259259259259
0.1,2,vla_st,accuracy,0.7077922077922078
0.1,2,routed,auc,0.8175925925925925
0.1,2,routed,accuracy,0.7337662337662337
0.1,2,oracle,auc,0.8285185185185185
0.1,2,oracle,accuracy,0.7597402597402597
0.1,3,uda,auc,0.7544444444444445
0.1,3,uda,accuracy,0.35064935064935066
0.1,3,uda_cal,auc,0.7544444444444445
0.1,3,uda_cal,accuracy,0.35064935064935066
0.1,3,target_only,auc,0.7337037037037037
0.1,3,target_only,accuracy,0.7402597402597403
0.1,3,target_only_cal,auc,0.7337037037037037
0.1,3,target_only_cal,accuracy,0.7402597402597403
0.1,3,vla,auc,0.7194444444444444
0.1,3,vla,accuracy,0.6688311688311688
0.1,3,vla_st,auc,0.7120370370370371
0.1,3,vla_st,accuracy,0.6818181818181818
0.1,3,routed,auc,0.7194444444444444
0.1,3,routed,accuracy,0.6688311688311688
0.1,3,oracle,auc,0.8285185185185185
0.1,3,oracle,accuracy,0.7597402597402597
0.1,4,uda,auc,0.7544444444444445
0.1,4,uda,accuracy,0.35064935064935066
0.1,4,uda_cal,auc,0.7544444444444445
0.1,4,uda_cal,accuracy,0.35064935064935066
0.1,4,target_only,auc,0.7768518518518519
0.1,4,target_only,accuracy,0.7337662337662337
0.1,4,target_only_cal,auc,0.7768518518518519
0.1,4,target_only_cal,accuracy,0.7337662337662337
0.1,4,vla,auc,0.7748148148148148
0.1,4,vla,accuracy,0.6883116883116883
0.1,4,vla_st,auc,0.7307407407407408
0.1,4,vla_st,accuracy,0.6818181818181818
0.1,4,routed,auc,0.7748148148148148
0.1,4,routed,accuracy,0.6883116883116883
0.1,4,oracle,auc,0.8285185185185185
0.1,4,oracle,accuracy,0.7597402597402597
0.25,0,uda,auc,0.7544444444444445
0.25,0,uda,accuracy,0.35064935064935066
0.25,0,uda_cal,auc,0.7544444444444445
0.25,0,uda_cal,accuracy,0.35064935064935066
0.25,0,target_only,auc,0.7838888888888889
0.25,0,target_only,accuracy,0.7532467532467533
0.25,0,target_only_cal,auc,0.7838888888888889
0.25,0,target_only_cal,accuracy,0.7532467532467533
0.25,0,vla,auc,0.7633333333333333
0.25,0,vla,accuracy,0.7402597402597403
0.25,0,vla_st,auc,0.7772222222222223
0.25,0,vla_st,accuracy,0.7402597402597403
