,similarity
z_crime_rate_tables_licensed_test_state_data_basic,0.4435790130009838
z_crime_rate_tables_licensed_Factors,0.42198388959924243
z_crime_rate_tables_licensed_1033-by-state,0.42034511324347656
z_crime_rate_tables_licensed_hate_crimes,0.3555785404867531
z_crime_rate_tables_licensed_rank_file,0.34893047325112686
z_in_time_tables_licensed_genre-tag_vectors,0.32182264498693997
z_crime_rate_tables_licensed_c_data2_1,0.31674632607262887
z_beauty_sleep_tables_licensed_avaliacoes_usuario_12,0.2652419256256881
z_crime_rate_tables_licensed_StandardMetropolitanAreasData_train_data,0.23140041001158654
z_half_life_tables_licensed_movies_2020,0.18982874393626203
z_crime_rate_tables_licensed_district_1,0.1870608903286973
z_id_tables_licensed_factbook-oceania,0.17432094287275712
