repurpose_yield,discovery_quality,alignment_density,label_shift,feature_overlap,pas_score,spa_score,cslp_score,lcc_score,pas_loose_score,pca_pas_score,zscore_copas_score,npas_score,tsc_score,source_consistency,top1_score,overall,n_sources,n_lake_tables,mode
0.36570657817369606,1.000000062584877,0.005929487179487181,0.9565901415696454,0.2539351381663377,0.08877815722965515,0.6796403974145524,0.1330041349934512,0.7111860791283283,0.31481031562365475,0.2936170438533184,0.9466576365789307,0.5,0.5,0.9999999740189377,1.0000001192092896,0.47151601567540163,113,421179,fast
