repurpose_yield,discovery_quality,alignment_density,label_shift,feature_overlap,pas_score,spa_score,cslp_score,lcc_score,pas_loose_score,pca_pas_score,zscore_copas_score,npas_score,tsc_score,source_consistency,top1_score,overall,n_sources,n_lake_tables,mode
0.18515399736496244,0.3345315057868338,0.1,0.38046256496912545,0.7023115638949643,0.0,0.8074016600477081,0.5,0.5,0.5,0.5,0.5886268531444082,0.0364233437040108,0.17831439393939386,0.8806864811636329,0.4604815865486374,0.0,10,421179,true
