level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.7606715119254785,0.0,0.5,0.5201146483775207,-0.304490484672354,0.2231529213330649
baseline_b,0.7606715119254785,0.0,0.36257388907518606,0.5201146483775207,-0.304490484672354,0.08572681040825098
baseline,0.24055686354795783,0.304490484672354,0.2768470786669351,0.0,0.0,0.0
level0,0.7592384072064694,0.0,0.49736650466297344,0.5186815436585116,-0.304490484672354,0.22051942599603835
level2,0.7592384072064694,0.0,0.33317211243353306,0.5186815436585116,-0.304490484672354,0.056325033766597976
level5,0.44917596478656974,0.4114623209012359,0.5493788074119942,0.2086191012386119,0.1069718362288819,0.2725317287450591
level55,0.44917596478656974,0.4114623209012359,0.5493788074119942,0.2086191012386119,0.1069718362288819,0.2725317287450591
level6,0.44917596478656974,0.4114623209012359,0.5493788074119942,0.2086191012386119,0.1069718362288819,0.2725317287450591
ensemble,0.7590336779608967,0.0,0.5100539448238882,0.5184768144129389,-0.304490484672354,0.23320686615695313
source_ensemble,0.7543249053127239,0.14407988587731813,0.5721485686565619,0.5137680417647661,-0.16041059879503589,0.29530148998962685
oracle,0.8724536800081891,0.7016283524904214,0.9268465203510737,0.6318968164602313,0.3971378678180674,0.6499994416841386
