fraction,seed,method,metric,value
0.05,3,vla,auc,0.900239448570864
0.05,3,vla,accuracy,0.8183333333333334
0.05,3,vla_st,auc,0.9000069742302194
0.05,3,vla_st,accuracy,0.805
0.05,3,routed,auc,0.900239448570864
0.05,3,routed,accuracy,0.8183333333333334
0.05,3,oracle,auc,0.9377840545849752
0.05,3,oracle,accuracy,0.8516666666666667
0.05,4,uda,auc,0.7855772919064058
0.05,4,uda,accuracy,0.5633333333333334
0.05,4,uda_cal,auc,
0.05,4,uda_cal,accuracy,
0.05,4,target_only,auc,0.9006230312329275
0.05,4,target_only,accuracy,0.7883333333333333
0.05,4,target_only_cal,auc,0.9006230312329275
0.05,4,target_only_cal,accuracy,0.7883333333333333
0.05,4,vla,auc,0.8938057211935233
0.05,4,vla,accuracy,0.795
0.05,4,vla_st,auc,0.901738908068022
0.05,4,vla_st,accuracy,0.8016666666666666
0.05,4,routed,auc,0.8938057211935233
0.05,4,routed,accuracy,0.795
0.05,4,oracle,auc,0.9377840545849752
0.05,4,oracle,accuracy,0.8516666666666667
0.1,0,uda,auc,0.7855772919064058
0.1,0,uda,accuracy,0.5633333333333334
0.1,0,uda_cal,auc,
0.1,0,uda_cal,accuracy,
0.1,0,target_only,auc,0.9090618497983285
0.1,0,target_only,accuracy,0.83
0.1,0,target_only_cal,auc,0.9090618497983285
0.1,0,target_only_cal,accuracy,0.83
0.1,0,vla,auc,0.9135369808557381
0.1,0,vla,accuracy,0.825
0.1,0,vla_st,auc,0.9121479466703862
0.1,0,vla_st,accuracy,0.835
0.1,0,routed,auc,0.9135369808557381
0.1,0,routed,accuracy,0.825
0.1,0,oracle,auc,0.9377840545849752
0.1,0,oracle,accuracy,0.8516666666666667
0.1,1,uda,auc,0.7855772919064058
0.1,1,uda,accuracy,0.5633333333333334
0.1,1,uda_cal,auc,
0.1,1,uda_cal,accuracy,
0.1,1,target_only,auc,0.9062663458520765
0.1,1,target_only,accuracy,0.8183333333333334
0.1,1,target_only_cal,auc,0.9062663458520765
0.1,1,target_only_cal,accuracy,0.8183333333333334
0.1,1,vla,auc,0.9120549569341283
0.1,1,vla,accuracy,0.825
0.1,1,vla_st,auc,0.9019132638235055
0.1,1,vla_st,accuracy,0.8266666666666667
0.1,1,routed,auc,0.9120549569341283
0.1,1,routed,accuracy,0.825
0.1,1,oracle,auc,0.9377840545849752
0.1,1,oracle,accuracy,0.8516666666666667
0.1,2,uda,auc,0.7855772919064058
0.1,2,uda,accuracy,0.5633333333333334
0.1,2,uda_cal,auc,
0.1,2,uda_cal,accuracy,
0.1,2,target_only,auc,0.9181225372249538
0.1,2,target_only,accuracy,0.84
0.1,2,target_only_cal,auc,0.9181225372249538
0.1,2,target_only_cal,accuracy,0.84
0.1,2,vla,auc,0.9203077960270135
0.1,2,vla,accuracy,0.85
0.1,2,vla_st,auc,0.917175204286827
0.1,2,vla_st,accuracy,0.8216666666666667
0.1,2,routed,auc,0.9203077960270135
0.1,2,routed,accuracy,0.85
0.1,2,oracle,auc,0.9377840545849752
0.1,2,oracle,accuracy,0.8516666666666667
0.1,3,uda,auc,0.7855772919064058
0.1,3,uda,accuracy,0.5633333333333334
0.1,3,uda_cal,auc,
0.1,3,uda_cal,accuracy,
0.1,3,target_only,auc,0.9009020004417012
0.1,3,target_only,accuracy,0.825
0.1,3,target_only_cal,auc,0.9009020004417012
0.1,3,target_only_cal,accuracy,0.825
0.1,3,vla,auc,0.8991526310283503
0.1,3,vla,accuracy,0.8083333333333333
