level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.7606715119254785,0.0,0.5,0.5242092332889753,-0.3630774485526428,0.1524613268416739
baseline_b,0.32449585423277716,0.3079181961195595,0.521890241087696,0.08803357559627392,-0.05515925243308328,0.1743515679293699
baseline,0.23646227863650324,0.3630774485526428,0.3475386731583261,0.0,0.0,0.0
level0,0.29460538437915856,0.3909854175872735,0.4737496286048354,0.05814310574265533,0.02790796903463072,0.1262109554465093
level2,0.4657590336779609,0.16908135647189937,0.3670933984156953,0.22929675504145766,-0.19399609208074342,0.019554725257369232
level5,0.41754529634558296,0.273122125702606,0.40729881721072536,0.18108301770907972,-0.08995532285003677,0.05976014405239927
level55,0.3011567202374859,0.35466490216466584,0.422917185411172,0.06469444160098267,-0.008412546387976949,0.07537851225284592
level6,0.41754529634558296,0.273122125702606,0.40729881721072536,0.18108301770907972,-0.08995532285003677,0.05976014405239927
ensemble,0.46821578462483365,0.1845864071574321,0.34875030491528625,0.23175350598833042,-0.1784910413952107,0.001211631756960152
source_ensemble,0.492988023339134,0.2768287341217696,0.4343856263480882,0.2565257447026308,-0.08624871443087317,0.0868469531897621
oracle,0.8724536800081891,0.7016283524904214,0.9268465203510737,0.6359914013716859,0.33855090393777865,0.5793078471927476
