level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.23932848807452145,0.3862228462872718,0.5,-0.3515201146483775,0.24083050076663895,0.1524613268416739
baseline_b,0.6702835500051182,0.31395101171459,0.521890241087696,0.07943494728221923,0.16855866619395712,0.1743515679293699
baseline,0.590848602722899,0.14539234552063288,0.3475386731583261,0.0,0.0,0.0
level0,0.6443853004401678,0.24837732583297273,0.4737496286048354,0.05353669771726888,0.10298498031233985,0.1262109554465093
level2,0.5427372300133074,0.04490057729313662,0.3670933984156953,-0.04811137270959154,-0.10049176822749625,0.019554725257369232
level5,0.6192036032347221,0.20444824636441403,0.40729881721072536,0.02835500051182316,0.05905590084378115,0.05976014405239927
level55,0.6055891084041355,0.17618131280735513,0.422917185411172,0.014740505681236526,0.030788967286722257,0.07537851225284592
level6,0.6192036032347221,0.20444824636441403,0.40729881721072536,0.02835500051182316,0.05905590084378115,0.05976014405239927
ensemble,0.5648479885351623,0.09108402822322001,0.34875030491528625,-0.026000614187736693,-0.05430831729741287,0.001211631756960152
source_ensemble,0.5994472310369536,0.20418954647142568,0.4343856263480882,0.008598628314054668,0.0587972009507928,0.0868469531897621
oracle,0.8667212611321528,0.7215568862275449,0.9268465203510737,0.2758726584092538,0.576164540706912,0.5793078471927476
