level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.23932848807452145,0.3862228462872718,0.5,-0.40045040434026,0.13766423001565106,0.040368596678262425
baseline_b,0.5388473743474256,0.14887587379557907,0.37916225913706936,-0.1009315180673559,-0.0996827424760417,-0.08046914418466822
baseline,0.6397788924147815,0.24855861627162076,0.4596314033217376,0.0,0.0,0.0
level0,0.30781042071859965,0.4039139633286319,0.5348855895683113,-0.3319684716961818,0.15535534705701112,0.07525418624657376
level2,0.6452042174224588,0.25686106346483706,0.48246209006521246,0.00542532500767734,0.008302447193216295,0.02283068674347488
level5,0.6322039103285905,0.23242896816919462,0.49862363628472917,-0.007574982086191007,-0.016129648102426147,0.03899223296299159
level55,0.6322039103285905,0.23242896816919462,0.49862363628472917,-0.007574982086191007,-0.016129648102426147,0.03899223296299159
level6,0.6322039103285905,0.23242896816919462,0.49862363628472917,-0.007574982086191007,-0.016129648102426147,0.03899223296299159
ensemble,0.6260620329614085,0.21894376737224716,0.4939167457805998,-0.013716859453372976,-0.029614848899373603,0.03428534245886222
source_ensemble,0.6492988023339133,0.31589456869009586,0.6091902071628126,0.009519909919131875,0.06733595241847509,0.149558803841075
oracle,0.8667212611321528,0.7215568862275449,0.9268465203510737,0.22694236871737128,0.4729982699559241,0.46721511702933616
