level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.7606715119254785,0.0,0.5,0.06991503736308735,-0.20015885623510724,0.040368596678262425
baseline_b,0.3242911249872044,0.3078536227325155,0.37916225913706936,-0.3664653495751868,0.10769476649740825,-0.08046914418466822
baseline,0.6907564745623912,0.20015885623510724,0.4596314033217376,0.0,0.0,0.0
level0,0.7552461869178012,0.0016701461377870565,0.5348855895683113,0.06448971235541001,-0.1984887100973202,0.07525418624657376
level2,0.7552461869178012,0.0016701461377870565,0.48246209006521246,0.06448971235541001,-0.1984887100973202,0.02283068674347488
level5,0.38570989865902344,0.35715050883770755,0.49862363628472917,-0.30504657590336776,0.1569916526026003,0.03899223296299159
level55,0.38570989865902344,0.35715050883770755,0.49862363628472917,-0.30504657590336776,0.1569916526026003,0.03899223296299159
level6,0.38570989865902344,0.35715050883770755,0.49862363628472917,-0.30504657590336776,0.1569916526026003,0.03899223296299159
ensemble,0.7552461869178012,0.0016701461377870565,0.4939167457805998,0.06448971235541001,-0.1984887100973202,0.03428534245886222
source_ensemble,0.7032449585423278,0.3349392062399633,0.6091902071628126,0.012488483979936627,0.13478035000485608,0.149558803841075
oracle,0.8724536800081891,0.7016283524904214,0.9268465203510737,0.18169720544579793,0.5014694962553142,0.46721511702933616
