repurpose_yield,discovery_quality,alignment_density,label_shift,feature_overlap,pas_score,spa_score,cslp_score,lcc_score,pas_loose_score,pca_pas_score,zscore_copas_score,npas_score,tsc_score,source_consistency,top1_score,overall,n_sources,n_lake_tables,mode
0.5292604517994557,0.8938176065683365,0.15,0.7503952764104205,0.20193650793650791,0.5,0.7734816533642819,0.09184495798087977,0.535512272147945,0.11337768803598629,0.05590932981366459,0.14029738183017806,0.5,0.5,0.8761188613470674,1.000000238418579,0.3886669599230976,947,421179,fast
