repurpose_yield,discovery_quality,alignment_density,label_shift,feature_overlap,pas_score,spa_score,cslp_score,lcc_score,pas_loose_score,pca_pas_score,zscore_copas_score,source_consistency,top1_score,overall,n_sources,n_lake_tables,mode
0.30942709068072344,0.9195543915033341,0.021241830065359475,0.7231256324774331,0.34007086105540935,0.0014098875039446177,0.47031971202430556,0.3629750465260444,0.67993630501443,0.12150165956254041,1.170799162841343e-18,0.7818698723953494,0.9195543169975248,1.0000001192092896,0.32569860484312163,54,421179,fast
