repurpose_yield,discovery_quality,alignment_density,label_shift,feature_overlap,pas_score,spa_score,cslp_score,lcc_score,pas_loose_score,pca_pas_score,zscore_copas_score,npas_score,tsc_score,source_consistency,top1_score,overall,n_sources,n_lake_tables,mode
0.15025386917343356,0.17670425331080591,0.03676470588235294,0.7734324264721113,0.9444349744707253,3.076371023045588e-17,0.6137140562068284,0.5,0.5,0.5,0.5,0.9287639302914913,3.1400697559284544e-16,0.5,0.9481503956910794,0.21191697300888399,3.076371023045588e-17,6,421179,true
