level,accuracy,f1,auc,accuracy_delta,f1_delta,auc_delta
baseline_a,0.23932848807452145,0.3862228462872718,0.5,-0.4357661992015559,0.06997984757981812,0.02965940775465048
baseline_b,0.5637219776845123,0.200375234521576,0.42219813789572935,-0.11137270959156509,-0.11586776418587771,-0.04814245434962017
baseline,0.6750946872760774,0.3162429987074537,0.4703405922453495,0.0,0.0,0.0
level0,0.7592384072064694,0.0,0.49736650466297344,0.08414371993039205,-0.3162429987074537,0.02702591241762392
level2,0.6008803357559628,0.16634594825743,0.4485753390847925,-0.07421435152011457,-0.14989705045002372,-0.021765253160556997
level5,0.6454089466680315,0.25919589392643283,0.5295030505342623,-0.029685740608045852,-0.057047104781020874,0.059162458288912756
level55,0.6454089466680315,0.25919589392643283,0.5295030505342623,-0.029685740608045852,-0.057047104781020874,0.059162458288912756
level6,0.6454089466680315,0.25919589392643283,0.5295030505342623,-0.029685740608045852,-0.057047104781020874,0.059162458288912756
ensemble,0.6441805711945952,0.2566295979469632,0.5267445097117606,-0.0309141160814822,-0.05961340076049049,0.05640391746641105
source_ensemble,0.6492988023339133,0.31589456869009586,0.6046325654245462,-0.025795884942164005,-0.00034843001735784807,0.13429197317919672
oracle,0.8667212611321528,0.7215568862275449,0.9268465203510737,0.1916265738560754,0.4053138875200912,0.4565059281057242
