repurpose_yield,discovery_quality,alignment_density,label_shift,feature_overlap,pas_score,spa_score,cslp_score,lcc_score,pas_loose_score,pca_pas_score,source_consistency,top1_score,overall,n_sources,n_lake_tables,mode
0.15942141329650578,0.8107421904802322,0.23076923076923078,0.7373737373737375,0.6127946127946128,0.5,0.5,0.5,0.3066666666666667,0.001002264113211525,0.06641909769573562,0.9001405984193677,0.9075382351875305,0.5,6,200000,fast
